timestamp,drawn_number,black,red,white,total_bet_black,total_bet_black_robot,total_bet_red,total_bet_red_robot,total_bet_white,total_bet_white_robot,total,total_paid,profit,profit_%
22573,6,0,1,0,19220,1922,43998,"4399,8",38124,"7624,8","107663,8","79196,4","28467,4","0,264410136"
22574,8,1,0,0,12586,"1258,6",22240,2224,11590,2318,"49898,6","22654,8","27243,8","0,545983254"
22575,4,0,1,0,48251,"4825,1",15446,"1544,6",22482,"4496,4","92548,7","27802,8","64745,9","0,6995873524"
22576,0,0,0,1,23835,"2383,5",24121,"2412,1",15366,"3073,2","68117,6","172099,2","-103981,6","-1,526501227"
22577,2,0,1,0,45607,"4560,7",24662,"2466,2",46050,9210,"123345,9","44391,6","78954,3","0,6401047785"
22578,6,0,1,0,40008,"4000,8",15114,"1511,4",11424,"2284,8","72058,2","27205,2",44853,"0,6224551821"
22579,9,1,0,0,39899,"3989,9",14743,"1474,3",38677,"7735,4","98783,2","71818,2",26965,"0,2729715174"
22580,7,0,1,0,32872,"3287,2",32761,"3276,1",32024,"6404,8","104220,3","58969,8","45250,5","0,4341812488"
22581,5,0,1,0,12561,"1256,1",10338,"1033,8",16291,"3258,2","41479,9","18608,4","22871,5","0,5513875395"
22582,1,0,1,0,40679,"4067,9",28478,"2847,8",34238,"6847,6","110310,7","51260,4","59050,3","0,5353089048"
22583,11,1,0,0,20661,"2066,1",27050,2705,44273,"8854,6","96755,1","37189,8","59565,3","0,6156295637"
22584,11,1,0,0,44394,"4439,4",21361,"2136,1",31148,"6229,6","103478,5","79909,2","23569,3","0,2277700199"
22585,9,1,0,0,25248,"2524,8",39489,"3948,9",37647,"7529,4","108857,7","45446,4","63411,3","0,5825155226"
22586,10,1,0,0,16023,"1602,3",25565,"2556,5",25739,"5147,8","71485,8","28841,4","42644,4","0,5965436492"
22587,1,0,1,0,39233,"3923,3",12645,"1264,5",38777,"7755,4","95842,8",22761,"73081,8","0,7625173722"
22588,7,0,1,0,23510,2351,39000,3900,20463,"4092,6",89224,70200,19024,"0,213216175"
22589,5,0,1,0,40516,"4051,6",15391,"1539,1",45488,"9097,6","106985,7","27703,8","79281,9","0,7410513742"
22590,12,1,0,0,28630,2863,41598,"4159,8",45026,"9005,2","122276,8",51534,"70742,8","0,57854638"
22591,2,0,1,0,44994,"4499,4",44093,"4409,3",17502,"3500,4","115497,7","79367,4","36130,3","0,3128226796"
22592,12,1,0,0,41831,"4183,1",41311,"4131,1",47980,9596,"139436,2","75295,8","64140,4","0,4599981927"
22593,5,0,1,0,22019,"2201,9",12526,"1252,6",33252,"6650,4","71251,5","22546,8","48704,7","0,6835603461"
22594,5,0,1,0,49153,"4915,3",36054,"3605,4",47197,"9439,4","140924,7","64897,2","76027,5","0,5394902384"
22595,4,0,1,0,38949,"3894,9",11341,"1134,1",24760,4952,80079,"20413,8","59665,2","0,7450792343"
22596,14,1,0,0,10099,"1009,9",41284,"4128,4",24129,"4825,8","80650,3","18178,2","62472,1","0,7746046822"
22597,6,0,1,0,44451,"4445,1",31497,"3149,7",33273,"6654,6","116815,8","56694,6","60121,2","0,5146666804"
22598,3,0,1,0,20946,"2094,6",27659,"2765,9",21320,4264,"74785,5","49786,2","24999,3","0,3342800409"
22599,5,0,1,0,20847,"2084,7",22476,"2247,6",46039,"9207,8","93694,3","40456,8","53237,5","0,5682042558"
22600,5,0,1,0,45583,"4558,3",23902,"2390,2",46976,"9395,2","123409,5","43023,6","80385,9","0,6513752993"
22601,11,1,0,0,37841,"3784,1",44125,"4412,5",24335,4867,"114497,6","68113,8","46383,8","0,4051071813"
22602,12,1,0,0,26161,"2616,1",19641,"1964,1",20129,"4025,8","70511,2","47089,8","23421,4","0,3321656701"
22603,1,0,1,0,23471,"2347,1",13033,"1303,3",39083,"7816,6","79237,4","23459,4",55778,"0,7039352629"
22604,12,1,0,0,49987,"4998,7",25474,"2547,4",21442,"4288,4","104449,1","89976,6","14472,5","0,1385603131"
22605,2,0,1,0,18233,"1823,3",48256,"4825,6",43655,8731,"116792,9","86860,8","29932,1","0,2562835583"
22606,6,0,1,0,48959,"4895,9",17260,1726,34789,"6957,8","107629,9",31068,"76561,9","0,7113441525"
22607,2,0,1,0,36032,"3603,2",30295,"3029,5",39712,"7942,4","112671,7",54531,"58140,7","0,5160186631"
22608,14,1,0,0,26252,"2625,2",33578,"3357,8",41048,"8209,6",106861,"47253,6","59607,4","0,5578031274"
22609,1,0,1,0,47655,"4765,5",10878,"1087,8",22604,"4520,8","86990,3","19580,4","67409,9","0,7749128351"
22610,0,0,0,1,14674,"1467,4",45234,"4523,4",16186,"3237,2","82084,8","181283,2","-99198,4","-1,208486833"
22611,10,1,0,0,30880,3088,33706,"3370,6",15480,3096,"86524,6",55584,"30940,6","0,3575931007"
22612,6,0,1,0,46342,"4634,2",49822,"4982,2",29430,5886,"135210,4","89679,6","45530,8","0,3367403691"
22613,2,0,1,0,44134,"4413,4",18525,"1852,5",28358,"5671,6","97282,9",33345,"63937,9","0,6572367806"
22614,12,1,0,0,18149,"1814,9",49638,"4963,8",23650,4730,"98215,7","32668,2","65547,5","0,667383117"
22615,4,0,1,0,21157,"2115,7",48506,"4850,6",18727,"3745,4","95356,3","87310,8","8045,5","0,08437303041"
22616,8,1,0,0,37166,"3716,6",15140,1514,38963,"7792,6","96499,6","66898,8","29600,8","0,3067453129"
22617,0,0,0,1,41634,"4163,4",35518,"3551,8",37722,"7544,4","122589,2","422486,4","-299897,2","-2,446359059"
22618,2,0,1,0,20138,"2013,8",37007,"3700,7",12634,"2526,8","75493,5","66612,6","8880,9","0,1176379423"
22619,4,0,1,0,11797,"1179,7",46923,"4692,3",10323,"2064,6",74915,"84461,4","-9546,4","-0,1274297537"
22620,8,1,0,0,38118,"3811,8",46176,"4617,6",15087,"3017,4","107810,4","68612,4",39198,"0,3635827341"
22621,6,0,1,0,20124,"2012,4",33483,"3348,3",14778,"2955,6","73745,7","60269,4","13476,3","0,1827401462"
22622,11,1,0,0,27598,"2759,8",42767,"4276,7",34860,6972,"112261,5","49676,4","62585,1","0,557493887"
22623,5,0,1,0,22223,"2222,3",49753,"4975,3",46371,"9274,2","125544,6","89555,4","35989,2","0,2866646594"
22624,1,0,1,0,21196,"2119,6",11287,"1128,7",37487,"7497,4","73218,3","20316,6","52901,7","0,7225201896"
22625,0,0,0,1,27600,2760,19660,1966,30554,"6110,8",82540,"342204,8","-259664,8","-3,145926823"
22626,6,0,1,0,41842,"4184,2",11803,"1180,3",17520,3504,"76529,5","21245,4","55284,1","0,7223894054"
22627,4,0,1,0,16338,"1633,8",40838,"4083,8",22348,"4469,6","85241,6","73508,4","11733,2","0,1376464074"
22628,5,0,1,0,33479,"3347,9",46071,"4607,1",43041,"8608,2",130546,"82927,8","47618,2","0,3647618464"
22629,10,1,0,0,38716,"3871,6",16866,"1686,6",10810,2162,"71950,2","69688,8","2261,4","0,03143007247"
22630,11,1,0,0,17938,"1793,8",15899,"1589,9",12618,"2523,6","49838,7","32288,4","17550,3","0,3521420101"
22631,2,0,1,0,13857,"1385,7",47992,"4799,2",12680,2536,"80713,9","86385,6","-5671,7","-0,07026918536"
22632,13,1,0,0,41785,"4178,5",10741,"1074,1",20536,"4107,2","78314,6",75213,"3101,6","0,03960436496"
22633,0,0,0,1,38823,"3882,3",14598,"1459,8",27105,5421,"85868,1",303576,"-217707,9","-2,535375768"
22634,6,0,1,0,49416,"4941,6",25900,2590,23130,4626,"105977,6",46620,"59357,6","0,5600957183"
22635,0,0,0,1,36794,"3679,4",46092,"4609,2",28423,"5684,6","119597,6","318337,6",-198740,"-1,661739032"
22636,5,0,1,0,30618,"3061,8",45615,"4561,5",43395,8679,"127251,3",82107,"45144,3","0,3547649415"
22637,0,0,0,1,27501,"2750,1",38593,"3859,3",16680,3336,"89383,4",186816,"-97432,6","-1,090052515"
22638,3,0,1,0,14242,"1424,2",20925,"2092,5",19624,"3924,8","58307,7",37665,"20642,7","0,3540304282"
22639,9,1,0,0,25847,"2584,7",21571,"2157,1",21732,"4346,4","73891,8","46524,6","27367,2","0,3703685659"
22640,2,0,1,0,27034,"2703,4",45860,4586,34212,"6842,4","114395,4",82548,"31847,4","0,2783975579"
22641,6,0,1,0,42345,"4234,5",15274,"1527,4",28290,5658,"91670,9","27493,2","64177,7","0,7000880323"
22642,5,0,1,0,31206,"3120,6",32568,"3256,8",39133,"7826,6","109284,4","58622,4",50662,"0,4635794313"
22643,6,0,1,0,43693,"4369,3",42251,"4225,1",33022,"6604,4","127560,4","76051,8","51508,6","0,4037977303"
22644,5,0,1,0,39870,3987,13066,"1306,6",33697,"6739,4","91926,6","23518,8","68407,8","0,7441567511"
22645,10,1,0,0,31551,"3155,1",37877,"3787,7",23952,"4790,4","100322,8","56791,8",43531,"0,4339093406"
22646,14,1,0,0,40241,"4024,1",28972,"2897,2",27461,"5492,2","103595,3","72433,8","31161,5","0,3008003259"
22647,11,1,0,0,45646,"4564,6",22435,"2243,5",25194,"5038,8","100083,1","82162,8","17920,3","0,179054206"
22648,5,0,1,0,45806,"4580,6",48663,"4866,3",16653,"3330,6","120568,9","87593,4","32975,5","0,2734992191"
22649,3,0,1,0,12994,"1299,4",12595,"1259,5",40714,"8142,8","68861,9",22671,"46190,9","0,6707758572"
22650,9,1,0,0,35928,"3592,8",21815,"2181,5",26819,"5363,8","90336,3","64670,4","25665,9","0,2841150235"
22651,3,0,1,0,42896,"4289,6",20428,"2042,8",19027,"3805,4","88683,4","36770,4",51913,"0,5853744895"
22652,6,0,1,0,11016,"1101,6",33024,"3302,4",38900,7780,87344,"59443,2","27900,8","0,3194357941"
22653,4,0,1,0,47832,"4783,2",36031,"3603,1",11859,"2371,8","104108,3","64855,8","39252,5","0,3770352604"
22654,12,1,0,0,30266,"3026,6",28650,2865,22540,4508,"87347,6","54478,8","32868,8","0,3762988336"
22655,12,1,0,0,49478,"4947,8",34088,"3408,8",34815,6963,"126737,6","89060,4","37677,2","0,2972850993"
22656,2,0,1,0,24719,"2471,9",24156,"2415,6",31603,"6320,6","85365,5","43480,8","41884,7","0,4906513756"
22657,10,1,0,0,48239,"4823,9",29242,"2924,2",43599,"8719,8","128828,1","86830,2","41997,9","0,3259995296"
22658,4,0,1,0,19020,1902,23730,2373,45846,"9169,2",92871,42714,50157,"0,5400717124"
22659,1,0,1,0,31390,3139,49770,4977,17559,"3511,8",106835,89586,17249,"0,1614545795"
22660,8,1,0,0,19699,"1969,9",31115,"3111,5",43254,"8650,8","99149,4","35458,2","63691,2","0,6423760507"
22661,6,0,1,0,11787,"1178,7",49084,"4908,4",41123,"8224,6","108081,1","88351,2","19729,9","0,1825471798"
22662,12,1,0,0,35353,"3535,3",42341,"4234,1",23999,"4799,8","109462,4","63635,4",45827,"0,4186551729"
22663,13,1,0,0,44728,"4472,8",31001,"3100,1",16494,"3298,8","99795,9","80510,4","19285,5","0,1932494221"
22664,7,0,1,0,24950,2495,29871,"2987,1",44588,"8917,6","104891,1","53767,8","51123,3","0,4873940687"
22665,2,0,1,0,49034,"4903,4",34143,"3414,3",37023,"7404,6","128517,7","61457,4","67060,3","0,5217981648"
22666,5,0,1,0,35083,"3508,3",46828,"4682,8",14888,"2977,6","104990,1","84290,4","20699,7","0,1971585892"
22667,12,1,0,0,19433,"1943,3",45432,"4543,2",44457,"8891,4","115808,5","34979,4","80829,1","0,6979548133"
22668,12,1,0,0,36840,3684,13113,"1311,3",38007,"7601,4","92955,3",66312,"26643,3","0,2866248616"
22669,9,1,0,0,26249,"2624,9",40383,"4038,3",35401,"7080,2","108696,2","47248,2",61448,"0,5653187508"
22670,1,0,1,0,29881,"2988,1",16949,"1694,9",19957,"3991,4",71470,"30508,2","40961,8","0,573132783"
22671,13,1,0,0,16254,"1625,4",22093,"2209,3",18588,"3717,6","60769,7","29257,2","31512,5","0,5185561225"
22672,6,0,1,0,47755,"4775,5",20526,"2052,6",30628,"6125,6","105737,1","36946,8","68790,3","0,6505786521"
22673,14,1,0,0,21839,"2183,9",40752,"4075,2",46631,"9326,2","115481,1","39310,2","76170,9","0,6595962456"
22674,14,1,0,0,47823,"4782,3",32800,3280,17603,"3520,6","106288,3","86081,4","20206,9","0,1901140577"
22675,12,1,0,0,16699,"1669,9",25734,"2573,4",21075,4215,"67751,3","30058,2","37693,1","0,5563450443"
22676,7,0,1,0,14980,1498,42369,"4236,9",38849,"7769,8","101932,9","76264,2","25668,7","0,2518195794"
22677,2,0,1,0,12831,"1283,1",23343,"2334,3",10544,"2108,8","50335,4","42017,4",8318,"0,165251493"
22678,1,0,1,0,35174,"3517,4",35514,"3551,4",38541,"7708,2","116297,8","63925,2","52372,6","0,4503318206"
22679,1,0,1,0,39288,"3928,8",30955,"3095,5",17123,"3424,6","94390,3",55719,"38671,3","0,4096956997"
22680,5,0,1,0,27595,"2759,5",26709,"2670,9",12381,"2476,2","72115,4","48076,2","24039,2","0,3333435022"
22681,8,1,0,0,26929,"2692,9",24295,"2429,5",49963,"9992,6","106309,4","48472,2","57837,2","0,544045964"
22682,6,0,1,0,38915,"3891,5",39085,"3908,5",15320,3064,101120,70353,30767,"0,3042622627"
22683,3,0,1,0,10092,"1009,2",16121,"1612,1",47072,"9414,4","75906,3","29017,8","46888,5","0,6177155256"
22684,6,0,1,0,35442,"3544,2",29474,"2947,4",36978,"7395,6","108385,6","53053,2","55332,4","0,5105143119"
22685,10,1,0,0,15962,"1596,2",34482,"3448,2",41794,"8358,8","97282,4","28731,6","68550,8","0,7046577798"
22686,0,0,0,1,46461,"4646,1",26078,"2607,8",20088,"4017,6","99880,9","224985,6","-125104,7","-1,252538774"
22687,12,1,0,0,31568,"3156,8",15471,"1547,1",10552,"2110,4","62294,9","56822,4","5472,5","0,08784828293"
22688,5,0,1,0,41812,"4181,2",26500,2650,37618,"7523,6","112761,2",47700,"65061,2","0,5769821534"
22689,10,1,0,0,48184,"4818,4",23139,"2313,9",39567,"7913,4","118022,3","86731,2","31291,1","0,2651287087"
22690,0,0,0,1,27163,"2716,3",30655,"3065,5",37856,"7571,2","101455,8","423987,2","-322531,4","-3,179033628"
22691,4,0,1,0,10873,"1087,3",47609,"4760,9",42804,"8560,8","107134,2","85696,2",21438,"0,2001041684"
22692,0,0,0,1,30216,"3021,6",18064,"1806,4",17716,"3543,2",70824,"198419,2","-127595,2","-1,801581385"
22693,13,1,0,0,39711,"3971,1",26911,"2691,1",29092,"5818,4","102376,2","71479,8","30896,4","0,3017927995"
22694,4,0,1,0,19607,"1960,7",34252,"3425,2",46930,9386,"106174,9","61653,6","44521,3","0,4193203855"
22695,9,1,0,0,27379,"2737,9",19496,"1949,6",26729,"5345,8","78291,5","49282,2","29009,3","0,3705293678"
22696,6,0,1,0,15712,"1571,2",38923,"3892,3",34949,"6989,8","95047,5","70061,4","24986,1","0,2628801389"
22697,0,0,0,1,29493,"2949,3",39443,"3944,3",48047,"9609,4","123876,6","538126,4","-414249,8","-3,344052065"
22698,2,0,1,0,19399,"1939,9",32437,"3243,7",13861,"2772,2","70880,6","58386,6",12494,"0,1762682596"
22699,3,0,1,0,18770,1877,27349,"2734,9",29035,5807,"79765,9","49228,2","30537,7","0,3828415401"
22700,7,0,1,0,42490,4249,20652,"2065,2",30575,6115,"100031,2","37173,6","62857,6","0,6283799455"
22701,14,1,0,0,27569,"2756,9",24436,"2443,6",10654,"2130,8","67859,5","49624,2","18235,3","0,2687214023"
22702,13,1,0,0,24017,"2401,7",15837,"1583,7",17149,"3429,8","60988,4","43230,6","17757,8","0,2911668448"
22703,14,1,0,0,26142,"2614,2",19236,"1923,6",34739,"6947,8","84654,8","47055,6","37599,2","0,4441472899"
22704,8,1,0,0,12006,"1200,6",18148,"1814,8",16698,"3339,6","49867,4","21610,8","28256,6","0,5666347153"
22705,1,0,1,0,12950,1295,44247,"4424,7",10196,"2039,2","73112,7","79644,6","-6531,9","-0,08934015568"
22706,3,0,1,0,44496,"4449,6",43758,"4375,8",12112,"2422,4","109191,4","78764,4",30427,"0,2786574767"
22707,6,0,1,0,40709,"4070,9",28999,"2899,9",41569,"8313,8","118247,8","52198,2","66049,6","0,5585693772"
22708,12,1,0,0,39713,"3971,3",28420,2842,24661,"4932,2","99607,3","71483,4","28123,9","0,2823477797"
22709,4,0,1,0,45340,4534,46416,"4641,6",24968,"4993,6","125899,6","83548,8","42350,8","0,3363855008"
22710,7,0,1,0,38116,"3811,6",35951,"3595,1",18757,"3751,4","100230,7","64711,8","35518,9","0,354371465"
22711,9,1,0,0,38210,3821,17002,"1700,2",44263,"8852,6","104996,2",68778,"36218,2","0,3449477219"
22712,4,0,1,0,43481,"4348,1",17346,"1734,6",27838,"5567,6","94747,7","31222,8","63524,9","0,6704637685"
22713,14,1,0,0,43979,"4397,9",42143,"4214,3",27395,5479,"122129,2","79162,2",42967,"0,3518159457"
22714,9,1,0,0,31921,"3192,1",46240,4624,35144,"7028,8","121121,1","57457,8","63663,3","0,5256169239"
22715,9,1,0,0,31844,"3184,4",40520,4052,48490,9698,"128090,4","57319,2","70771,2","0,55250979"
22716,8,1,0,0,23109,"2310,9",28862,"2886,2",13362,"2672,4","70530,1","41596,2","28933,9","0,4102347792"
22717,12,1,0,0,17286,"1728,6",43550,4355,11357,"2271,4","78276,6","31114,8","47161,8","0,6025018971"
22718,14,1,0,0,33826,"3382,6",11036,"1103,6",30640,6128,"79988,2","60886,8","19101,4","0,2388027234"
22719,2,0,1,0,40532,"4053,2",24980,2498,45107,"9021,4","117170,2",44964,"72206,2","0,6162505483"
22720,9,1,0,0,37832,"3783,2",21090,2109,49881,"9976,2","114695,2","68097,6","46597,6","0,4062733227"
22721,3,0,1,0,38541,"3854,1",40710,4071,49395,9879,"136571,1",73278,"63293,1","0,4634443158"
22722,6,0,1,0,26227,"2622,7",46532,"4653,2",36639,"7327,8","116673,9","83757,6","32916,3","0,2821222227"
22723,12,1,0,0,36521,"3652,1",17079,"1707,9",47662,"9532,4",106622,"65737,8","40884,2","0,3834499447"
22724,14,1,0,0,27552,"2755,2",35184,"3518,4",22183,"4436,6","91192,6","49593,6",41599,"0,4561663995"
22725,8,1,0,0,15705,"1570,5",14735,"1473,5",49292,"9858,4",82776,28269,54507,"0,6584879675"
22726,0,0,0,1,46429,"4642,9",20176,"2017,6",26733,"5346,6","99998,5","299409,6","-199411,1","-1,994140912"
22727,1,0,1,0,44842,"4484,2",31681,"3168,1",49579,"9915,8","133754,3","57025,8","76728,5","0,5736525854"
22728,10,1,0,0,33546,"3354,6",15237,"1523,7",38647,"7729,4","92308,3","60382,8","31925,5","0,3458573064"
22729,13,1,0,0,17614,"1761,4",19842,"1984,2",38675,7735,"79876,6","31705,2","48171,4","0,6030727397"
22730,7,0,1,0,38895,"3889,5",25304,"2530,4",43972,"8794,4","114590,9","45547,2","69043,7","0,6025234115"
22731,3,0,1,0,16846,"1684,6",16717,"1671,7",12133,"2426,6","49052,3","30090,6","18961,7","0,3865608748"
22732,7,0,1,0,15684,"1568,4",21372,"2137,2",43662,"8732,4","84423,6","38469,6",45954,"0,544326468"
22733,13,1,0,0,34077,"3407,7",45161,"4516,1",46573,"9314,6","133734,8","61338,6","72396,2","0,5413415207"
22734,2,0,1,0,16224,"1622,4",22110,2211,49794,"9958,8","91961,4",39798,"52163,4","0,5672314689"
22735,14,1,0,0,11020,1102,13725,"1372,5",30346,"6069,2","57565,5",19836,"37729,5","0,6554186101"
22736,12,1,0,0,15749,"1574,9",33162,"3316,2",44806,"8961,2","98608,1","28348,2","70259,9","0,7125165174"
22737,12,1,0,0,44057,"4405,7",46142,"4614,2",12514,"2502,8","111732,9","79302,6","32430,3","0,2902484407"
22738,5,0,1,0,48916,"4891,6",33891,"3389,1",37321,"7464,2","128408,7","61003,8","67404,9","0,524924713"
22739,13,1,0,0,26514,"2651,4",46415,"4641,5",41121,"8224,2","121342,9","47725,2","73617,7","0,6066914504"
22740,0,0,0,1,40221,"4022,1",26838,"2683,8",33265,6653,"107029,9",372568,"-265538,1","-2,480971205"
22741,2,0,1,0,23944,"2394,4",15788,"1578,8",36581,"7316,2","80286,2","28418,4","51867,8","0,6460363051"
22742,8,1,0,0,38408,"3840,8",24361,"2436,1",31200,6240,"100245,9","69134,4","31111,5","0,3103518448"
22743,8,1,0,0,28293,"2829,3",25621,"2562,1",36447,"7289,4","95752,4","50927,4",44825,"0,4681344802"
22744,12,1,0,0,10931,"1093,1",47278,"4727,8",16097,"3219,4","80126,9","19675,8","60451,1","0,7544420164"
22745,1,0,1,0,47037,"4703,7",47527,"4752,7",47936,"9587,2","151956,4","85548,6","66407,8","0,4370187764"
22746,0,0,0,1,33549,"3354,9",10006,"1000,6",46752,"9350,4","94662,5","523622,4","-428959,9","-4,531465998"
22747,10,1,0,0,37540,3754,16237,"1623,7",44206,"8841,2","103360,7",67572,"35788,7","0,3462505575"
22748,3,0,1,0,18312,"1831,2",24534,"2453,4",30164,"6032,8","77294,6","44161,2","33133,4","0,4286638394"
22749,7,0,1,0,25685,"2568,5",24379,"2437,9",14706,"2941,2","69776,4","43882,2","25894,2","0,3711025504"
22750,1,0,1,0,27546,"2754,6",40889,"4088,9",23173,"4634,6","98451,5","73600,2","24851,3","0,2524217508"
22751,13,1,0,0,36924,"3692,4",10183,"1018,3",20096,"4019,2","71913,7","66463,2","5450,5","0,0757922343"
22752,5,0,1,0,29432,"2943,2",24738,"2473,8",10145,2029,69732,"44528,4","25203,6","0,3614352091"
22753,12,1,0,0,49188,"4918,8",13219,"1321,9",24679,"4935,8","93326,7","88538,4","4788,3","0,05130686074"
22754,14,1,0,0,40632,"4063,2",13927,"1392,7",18673,"3734,6","78687,9","73137,6","5550,3","0,07053562238"
22755,8,1,0,0,17569,"1756,9",49203,"4920,3",16423,"3284,6","89872,2","31624,2",58248,"0,6481203309"
22756,2,0,1,0,31894,"3189,4",36464,"3646,4",16810,3362,"92003,8","65635,2","26368,6","0,2866033794"
22757,13,1,0,0,33332,"3333,2",48225,"4822,5",14154,"2830,8","103866,7","59997,6","43869,1","0,4223596206"
22758,1,0,1,0,13076,"1307,6",24654,"2465,4",39822,"7964,4",81325,"44377,2","36947,8","0,454322779"
22759,0,0,0,1,13046,"1304,6",22261,"2226,1",36966,"7393,2","75803,7","414019,2","-338215,5","-4,461728121"
22760,10,1,0,0,14621,"1462,1",36221,"3622,1",36765,7353,"92691,2","26317,8","66373,4","0,716070134"
22761,11,1,0,0,41628,"4162,8",34255,"3425,5",11362,"2272,4","94833,3","74930,4","19902,9","0,2098724815"
22762,0,0,0,1,43864,"4386,4",36552,"3655,2",13087,"2617,4","101544,6","146574,4","-45029,8","-0,4434484946"
22763,8,1,0,0,25407,"2540,7",44528,"4452,8",11881,"2376,2","88809,5","45732,6","43076,9","0,4850483338"
22764,14,1,0,0,37918,"3791,8",30476,"3047,6",21199,"4239,8","96432,4","68252,4",28180,"0,2922254346"
22765,8,1,0,0,43583,"4358,3",28731,"2873,1",11250,2250,"90795,4","78449,4",12346,"0,1359760517"
22766,5,0,1,0,12230,1223,11529,"1152,9",33435,6687,"59569,9","20752,2","38817,7","0,6516327877"
22767,12,1,0,0,29307,"2930,7",48422,"4842,2",12560,2512,"98061,9","52752,6","45309,3","0,4620479513"
22768,1,0,1,0,47666,"4766,6",36714,"3671,4",38665,7733,131483,"66085,2","65397,8","0,4973859739"
22769,3,0,1,0,42011,"4201,1",49686,"4968,6",49985,9997,"150851,7","89434,8","61416,9","0,4071342915"
22770,12,1,0,0,12472,"1247,2",20750,2075,23016,"4603,2","59560,2","22449,6","37110,6","0,6230771556"
22771,13,1,0,0,22431,"2243,1",41914,"4191,4",13579,"2715,8","84358,5","40375,8","43982,7","0,5213784029"
22772,1,0,1,0,42376,"4237,6",22260,2226,15743,"3148,6","86842,6",40068,"46774,6","0,5386135376"
22773,2,0,1,0,29183,"2918,3",48024,"4802,4",20430,4086,"105357,7","86443,2","18914,5","0,1795265083"
22774,1,0,1,0,36790,3679,41931,"4193,1",22411,"4482,2","109004,1","75475,8","33528,3","0,3075875128"
22775,10,1,0,0,13963,"1396,3",15252,"1525,2",37386,"7477,2","69522,5","25133,4","44389,1","0,6384853824"
22776,13,1,0,0,26783,"2678,3",27199,"2719,9",49467,"9893,4","108847,2","48209,4","60637,8","0,5570910414"
22777,14,1,0,0,40767,"4076,7",13616,"1361,6",23925,4785,"83746,3","73380,6","10365,7","0,1237750205"
22778,10,1,0,0,36658,"3665,8",27395,"2739,5",37534,"7506,8","107992,3","65984,4","42007,9","0,3889897706"
22779,4,0,1,0,27539,"2753,9",24528,"2452,8",27068,"5413,6","84341,7","44150,4","40191,3","0,4765294036"
22780,3,0,1,0,42022,"4202,2",16448,"1644,8",16659,"3331,8",80976,"29606,4","51369,6","0,6343805572"
22781,2,0,1,0,26813,"2681,3",37713,"3771,3",29040,5808,"100018,6","67883,4","32135,2","0,3212922396"
22782,3,0,1,0,40074,"4007,4",36603,"3660,3",37236,"7447,2","121580,7","65885,4","55695,3","0,4580932664"
22783,0,0,0,1,41099,"4109,9",28933,"2893,3",43530,8706,"120565,2",487536,"-366970,8","-3,043753919"
22784,7,0,1,0,49909,"4990,9",36141,"3614,1",17928,"3585,6",112583,"65053,8","47529,2","0,4221703099"
22785,11,1,0,0,30684,"3068,4",48251,"4825,1",24602,"4920,4","111430,5","55231,2","56199,3","0,5043439633"
22786,4,0,1,0,40232,"4023,2",47494,"4749,4",19798,"3959,6","116296,6","85489,2","30807,4","0,2649037031"
22787,12,1,0,0,13299,"1329,9",48335,"4833,5",15631,"3126,2","83428,4","23938,2","59490,2","0,713068931"
22788,12,1,0,0,47697,"4769,7",30718,"3071,8",37761,"7552,2","124017,5","85854,6","38162,9","0,3077218941"
22789,10,1,0,0,19650,1965,29999,"2999,9",32135,6427,"86748,9",35370,"51378,9","0,592271487"
22790,4,0,1,0,20576,"2057,6",12951,"1295,1",40923,"8184,6","77802,7","23311,8","54490,9","0,7003728662"
22791,1,0,1,0,34610,3461,18736,"1873,6",45336,"9067,2","104016,6","33724,8","70291,8","0,6757748282"
22792,13,1,0,0,19657,"1965,7",49693,"4969,3",37298,"7459,6",113583,"35382,6","78200,4","0,6884868334"
22793,12,1,0,0,44985,"4498,5",38082,"3808,2",41938,"8387,6","133311,7",80973,"52338,7","0,39260395"
22794,8,1,0,0,21846,"2184,6",11819,"1181,9",41495,8299,"78526,5","39322,8","39203,7","0,4992416573"
22795,7,0,1,0,30937,"3093,7",35428,"3542,8",24609,"4921,8","97610,5","63770,4","33840,1","0,346685039"
22796,14,1,0,0,33166,"3316,6",16826,"1682,6",42585,8517,"97576,2","59698,8","37877,4","0,3881827741"
22797,4,0,1,0,24751,"2475,1",11248,"1124,8",37409,"7481,8","77007,9","20246,4","56761,5","0,7370867145"
22798,10,1,0,0,28645,"2864,5",38330,3833,30305,6061,"103977,5",51561,"52416,5","0,5041138708"
22799,13,1,0,0,18619,"1861,9",47115,"4711,5",16815,3363,"89122,4","33514,2","55608,2","0,6239531251"
22800,10,1,0,0,39506,"3950,6",29518,"2951,8",48678,"9735,6","124604,4","71110,8","53493,6","0,4293074723"
22801,13,1,0,0,19060,1906,10401,"1040,1",13794,"2758,8","46201,1",34308,"11893,1","0,2574202779"
22802,13,1,0,0,16230,1623,39461,"3946,1",25085,5017,"86345,1",29214,"57131,1","0,6616600131"
22803,5,0,1,0,21837,"2183,7",19031,"1903,1",12563,"2512,6","57517,8","34255,8",23262,"0,4044313239"
22804,0,0,0,1,23367,"2336,7",22451,"2245,1",48740,9748,"99139,8",545888,"-446748,2","-4,506244717"
22805,12,1,0,0,45431,"4543,1",48214,"4821,4",40418,"8083,6","143427,5","81775,8","61651,7","0,4298457409"
